Hero,Anti-Mage,Axe,Bane,Bloodseeker,Crystal Maiden,Drow Ranger,Earthshaker,Juggernaut,Mirana,Morphling,Shadow Fiend,Phantom Lancer,Puck,Pudge,Razor,Sand King,Storm Spirit,Sven,Tiny,Vengeful Spirit,Windranger,Zeus,Kunkka,Lina,Lion,Shadow Shaman,Slardar,Tidehunter,Witch Doctor,Lich,Riki,Enigma,Tinker,Sniper,Necrophos,Warlock,Beastmaster,Queen of Pain,Venomancer,Faceless Void,Wraith King,Death Prophet,Phantom Assassin,Pugna,Templar Assassin,Viper,Luna,Dragon Knight,Dazzle,Clockwerk,Leshrac,Nature's Prophet,Lifestealer,Dark Seer,Clinkz,Omniknight,Enchantress,Huskar,Night Stalker,Broodmother,Bounty Hunter,Weaver,Jakiro,Batrider,Chen,Spectre,Ancient Apparition,Doom,Ursa,Spirit Breaker,Gyrocopter,Alchemist,Invoker,Silencer,Outworld Destroyer,Lycan,Brewmaster,Shadow Demon,Lone Druid,Chaos Knight,Meepo,Treant Protector,Ogre Magi,Undying,Rubick,Disruptor,Nyx Assassin,Naga Siren,Keeper of the Light,Io,Visage,Slark,Medusa,Troll Warlord,Centaur Warrunner,Magnus,Timbersaw,Bristleback,Tusk,Skywrath Mage,Abaddon,Elder Titan,Legion Commander,Techies,Ember Spirit,Earth Spirit,Underlord,Terrorblade,Phoenix,Oracle,Winter Wyvern,Arc Warden,Monkey King,Dark Willow,Pangolier,Grimstroke,Hoodwink,Void Spirit,Snapfire,Mars,Ringmaster,Dawnbreaker,Marci,Primal Beast,Muerta,Kez
Magnus,0.5940662,0.8868358,0.45546377,0.56388724,0.41303352,0.43695346,0.7834605,0.4563806,0.40454775,0.506839,0.5488388,0.45092335,0.58658177,0.6298499,0.68672955,0.87463063,0.6202845,0.4407157,0.62893534,0.6096105,0.7030769,0.45788375,0.8220359,0.5226882,0.39975664,0.34889236,0.9016112,0.8930357,0.52251923,0.4143923,0.5832533,0.73460555,0.48523572,0.5199949,0.74258137,0.43737677,0.8540935,0.6858433,0.7131147,0.49906322,0.705285,0.66984284,0.48965347,0.49371725,0.57281107,0.76820064,0.37501463,0.8313879,0.5750623,0.38531533,0.54498154,0.5029631,0.4351308,0.80150926,0.61258096,0.64886093,0.41933778,0.81337285,0.85183877,0.7971607,0.6523897,0.44831553,0.48055142,0.46325707,0.4563902,0.40994734,0.39633232,0.8911137,0.4297507,0.72927356,0.44306284,0.6333264,0.6272843,0.41460392,0.7097108,0.87128735,0.840589,0.34282228,0.7254533,0.6134888,0.71551126,0.27803478,0.54413176,0.57097816,0.3837533,0.415449,0.57799375,0.18407334,0.53974944,0.5983423,0.7436781,0.3965795,0.588351,0.4992057,0.8556581,1.0000001,0.8577292,0.797783,0.30685294,0.35066614,0.692244,0.59224695,0.83613336,0.4561868,0.6869868,0.63970953,0.87818784,0.4653569,0.4329142,0.5335648,0.6561495,0.67191845,0.61586183,0.3316784,0.7442569,0.42841086,0.38876218,0.69747806,0.45671892,0.9253592,0.208314,0.8486965,0.434057,0.8325528,0.19904156,0.7271813
Timbersaw,0.610859,0.7989012,0.36058784,0.6204045,0.42029086,0.46482843,0.6721277,0.4838214,0.44743672,0.575349,0.5737132,0.45470488,0.7247765,0.5079863,0.7867046,0.8589263,0.7417932,0.380956,0.4892069,0.4412578,0.60386425,0.46436936,0.81821716,0.55031383,0.32470018,0.20702413,0.8678496,0.7981962,0.3735533,0.28769445,0.45949206,0.7698462,0.40385506,0.49427024,0.7624699,0.23835239,0.87812793,0.73814887,0.65310997,0.46149907,0.58910096,0.762816,0.41704896,0.4212681,0.5936522,0.8182436,0.48828775,0.8315326,0.49623856,0.37778914,0.60991067,0.32165945,0.49013978,0.7748295,0.42280105,0.6664126,0.4717437,0.8131765,0.71249694,0.88969964,0.56662863,0.25199416,0.31242722,0.539591,0.47126052,0.43545535,0.18036878,0.8809841,0.49651846,0.5500897,0.34811977,0.60776776,0.6307988,0.31958246,0.724683,0.87828463,0.7948832,0.3920017,0.75812715,0.5684268,0.7608725,0.25558472,0.46510598,0.5246453,0.4148474,0.38525638,0.47352195,0.1729693,0.50531995,0.39555028,0.7677987,0.32995373,0.56585413,0.52210206,0.81842875,0.8577292,0.9999999,0.73311836,0.29507414,0.2796711,0.5179468,0.5206678,0.77092576,0.4553696,0.7454357,0.54024637,0.872861,0.48263606,0.4140416,0.36563432,0.566534,0.6454022,0.5316536,0.24821821,0.88820523,0.29676968,0.41233718,0.76065516,0.4692563,0.89926535,0.13874769,0.69774467,0.4057361,0.83757573,0.0058884146,0.5867343
Bristleback,0.5884059,0.8311425,0.4401502,0.58043224,0.29630616,0.49010655,0.6114792,0.49380025,0.21114673,0.5558849,0.46190697,0.504081,0.5725118,0.47085902,0.715274,0.85554,0.5640245,0.52740854,0.44863495,0.5389825,0.38376942,0.23700888,0.7817278,0.41058975,0.33696926,0.33472964,0.86367154,0.8274762,0.3665452,0.17937414,0.37032458,0.6659241,0.2393416,0.41721523,0.65678096,0.32408607,0.8348664,0.57054895,0.53045046,0.5878518,0.78792346,0.4740426,0.5688158,0.26771858,0.5456688,0.6633461,0.53506386,0.7358859,0.46358052,0.34480518,0.3798784,0.5060054,0.5571757,0.7631898,0.45448372,0.48279923,0.2886102,0.7174097,0.8301589,0.69013387,0.413322,0.4207961,0.3249537,0.24423744,0.40015808,0.62680244,0.28917518,0.81143266,0.5529689,0.4840003,0.4963322,0.6396751,0.54278934,0.20533052,0.581246,0.86053604,0.83053833,0.34812382,0.73838675,0.7256359,0.59087944,0.31769502,0.4310284,0.40815797,0.24452019,0.26544285,0.4158303,0.289767,0.22439729,0.44351748,0.7204528,0.35874462,0.6192019,0.561629,0.83623594,0.797783,0.73311836,1.0,0.28435296,0.20355761,0.6251575,0.46732345,0.6943255,0.28905013,0.5348541,0.5231586,0.8384505,0.6032802,0.41683835,0.34280056,0.41226566,0.5509929,0.49186245,0.36819366,0.6988456,0.4462318,0.30864683,0.5571998,0.14888524,0.85404384,0.2031177,0.8357246,0.45794317,0.6938411,0.26887193,0.58599424
Tusk,0.356341,0.37803927,0.55157304,0.27546868,0.4489273,0.2830707,0.58771205,0.31615943,0.29024014,0.19999307,0.26035812,0.33196625,0.4593094,0.54206145,0.14049165,0.40406704,0.4270021,0.38421828,0.6029625,0.4920529,0.1329358,0.470337,0.49915168,0.29941794,0.45943257,0.48310694,0.45866427,0.43831033,0.52117866,0.44016004,0.66570777,0.2574169,0.39432538,0.3295669,0.36357257,0.42881617,0.3368645,0.39782354,0.37424862,0.42887267,0.3689001,0.26607758,0.3097804,0.26360732,0.24625167,0.2962717,0.21865633,0.33494613,0.42744127,0.9053824,0.4455867,0.23864889,0.34727475,0.2040425,0.22568722,0.53160065,0.43503568,0.33510146,0.41579264,0.30430743,0.6460817,0.2593792,0.5163053,0.4611607,0.38842064,0.34884855,0.2855833,0.31613314,0.344403,0.54732096,0.21289891,0.31021842,0.49150947,0.46304443,0.47223747,0.31708005,0.41694131,0.43931913,0.3247274,0.34098572,0.37020895,0.76960003,0.6617695,0.61833316,0.4767088,0.5169723,0.6502141,0.41661823,0.3043017,0.4503656,0.20588246,0.36897078,0.11228517,0.33952758,0.43445197,0.30685294,0.29507414,0.28435296,1.0000001,0.32969818,0.37290215,0.663174,0.3492183,0.34878296,0.5589519,0.6062017,0.36758196,0.18167974,0.28373027,0.4260529,0.41349956,0.39565566,0.3917131,0.3947816,0.45282692,0.3068802,0.44777745,0.45802018,0.33069575,0.45324406,0.42002913,0.39005852,0.72513586,0.48471454,0.03603832,0.39887148
Skywrath Mage,0.41468602,0.3238188,0.631886,0.38994688,0.49670216,0.43316543,0.54859114,0.43438825,0.74588954,0.33157113,0.46840477,0.32084998,0.38551697,0.4991929,0.41522604,0.339286,0.45083892,0.3358855,0.4677175,0.67153335,0.50789875,0.547039,0.29140672,0.45144925,0.7756615,0.71057004,0.36219868,0.2695988,0.78107643,0.625294,0.45113412,0.3733653,0.45093882,0.46982905,0.55140316,0.5321005,0.20144373,0.5608991,0.72660816,0.23825933,0.34264773,0.4999743,0.43799126,0.7674037,0.36625707,0.54439425,0.30083704,0.2938498,0.54839754,0.4885641,0.5442276,0.47891778,0.3333273,0.43314317,0.6617985,0.23164006,0.59358275,0.5213853,0.2587916,0.26660007,0.6317965,0.46892282,0.5978707,0.5194715,0.46161756,0.3313853,0.4864057,0.17903095,0.3170197,0.49764577,0.4875101,0.30163866,0.5572254,0.6821574,0.59239084,0.27332422,0.15340284,0.66927433,0.377807,0.19871,0.35693365,0.38063014,0.53468233,0.5645369,0.86784965,0.6206916,0.72541606,-0.020679578,0.56902146,0.61166304,0.49792466,0.37052202,0.3517425,0.38544387,0.123166256,0.35066614,0.2796711,0.20355761,0.32969818,1.0000001,0.3449588,0.41405365,0.35134163,0.8460554,0.49696234,0.5358668,0.25584742,0.29576463,0.6900025,0.6639753,0.7502129,0.52049327,0.4528605,0.8322389,0.3571419,0.81434494,0.776664,0.47813717,0.69615144,0.2871808,0.61097956,0.34333995,0.36852956,0.29181638,0.43194982,0.43792722
Abaddon,0.6347368,0.5864713,0.56549037,0.4878755,0.50727385,0.47957313,0.6374713,0.5460274,0.50953,0.44970998,0.4086879,0.48133478,0.32136437,0.7927171,0.5219043,0.6218826,0.36863267,0.6912471,0.65487427,0.7268157,0.57838166,0.42864743,0.46667695,0.36538395,0.4706332,0.46737707,0.66377884,0.6141621,0.63109505,0.41011444,0.5055894,0.6478443,0.4689662,0.4988792,0.45293146,0.5132695,0.51604223,0.45933506,0.7066371,0.5207961,0.55143774,0.4733109,0.5431001,0.3551403,0.42333588,0.5288252,0.40756744,0.59143895,0.49483293,0.49268028,0.43940735,0.67384917,0.5260165,0.5670858,0.6298039,0.67641956,0.43493402,0.52516305,0.65663284,0.517347,0.5181194,0.5792862,0.5582187,0.37033182,0.5061022,0.3548533,0.4255295,0.6722659,0.52162194,0.485517,0.71892977,0.6226487,0.42231902,0.512996,0.49630123,0.5866991,0.56830007,0.3667212,0.42656833,0.50150084,0.5511841,0.3668624,0.65998,0.6870551,0.41287813,0.5331434,0.5120113,0.483541,0.3766271,0.57658607,0.48942524,0.5292334,0.6293933,0.5740741,0.60901254,0.692244,0.5179468,0.6251575,0.37290215,0.3449588,1.0000001,0.6831431,0.50215614,0.47566044,0.45789304,0.4784404,0.5968423,0.6048874,0.4915913,0.5198656,0.66234833,0.5307338,0.6552301,0.33242482,0.4084895,0.43661344,0.4104776,0.40028334,0.3702279,0.6662688,0.38859054,0.68840253,0.71984506,0.43342364,0.22077611,0.71006733
Elder Titan,0.4331364,0.54429203,0.7008891,0.3432748,0.64667547,0.30164155,0.602962,0.37318355,0.5076343,0.31948343,0.3648725,0.3294457,0.45885372,0.5714464,0.43341303,0.53908676,0.44528463,0.45957002,0.56334233,0.73942477,0.4108982,0.44370568,0.49350595,0.29992563,0.5807746,0.5415919,0.6429565,0.5938861,0.7093709,0.61879706,0.39975816,0.5524317,0.5798015,0.40801412,0.38177392,0.70801723,0.4739903,0.4756164,0.72734934,0.36184,0.32648647,0.40426236,0.3753399,0.6320892,0.37610874,0.52006215,0.2649956,0.4780959,0.49904135,0.8025574,0.4950284,0.3426837,0.36354274,0.50743425,0.4019756,0.77987355,0.75415283,0.42983758,0.597091,0.3989889,0.73356205,0.32722443,0.76174843,0.54437727,0.8101384,0.26250705,0.6416353,0.5062415,0.3449995,0.61232555,0.4301837,0.4311284,0.49846816,0.67425346,0.517696,0.44682035,0.5750543,0.6530089,0.34394506,0.2812855,0.5184862,0.58668596,0.80328864,0.8297795,0.45875084,0.6798978,0.63713014,0.33270305,0.5296848,0.6192831,0.4139123,0.30061048,0.34869614,0.41637173,0.5285367,0.59224695,0.5206678,0.46732345,0.663174,0.41405365,0.6831431,1.0,0.40945575,0.587505,0.527479,0.51417565,0.5512921,0.27941507,0.6749184,0.7343146,0.70010436,0.5561339,0.39371565,0.44777602,0.4347781,0.55062485,0.5222227,0.4795451,0.41775164,0.63652295,0.5592531,0.56738526,0.6755053,0.46432805,0.0552645,0.59793764
Legion Commander,0.53243285,0.92903286,0.34857786,0.5812305,0.386648,0.4542206,0.63221437,0.48526543,0.30372006,0.41043523,0.49227923,0.46487904,0.49081114,0.65594065,0.5365451,0.7245403,0.56026775,0.33660704,0.40429905,0.4294039,0.52344406,0.4463559,0.66484714,0.46643704,0.2911193,0.2859702,0.7850969,0.8684488,0.49355125,0.40044054,0.61270404,0.64562017,0.36083624,0.39154416,0.7276618,0.25903845,0.8546912,0.61019456,0.6862678,0.43918094,0.69077194,0.6266966,0.4078335,0.37914896,0.4500374,0.68311334,0.37691367,0.64356226,0.48484555,0.41731846,0.47483382,0.32343498,0.4038768,0.7233851,0.44033822,0.58820564,0.3207765,0.6962635,0.80757904,0.7722611,0.64061767,0.3153549,0.34491128,0.34201342,0.2507295,0.4342982,0.23304892,0.8279651,0.4281475,0.79320025,0.26643336,0.4987241,0.53060424,0.35628548,0.62331367,0.8650912,0.7586246,0.17547058,0.7081749,0.64555347,0.5464789,0.31738558,0.5437547,0.51971406,0.3672532,0.37317723,0.5965678,0.18054405,0.3251671,0.36198923,0.7369545,0.4047031,0.44237763,0.42219672,0.82897097,0.83613336,0.77092576,0.6943255,0.3492183,0.35134163,0.50215614,0.40945575,1.0000001,0.3490663,0.6045946,0.5134388,0.8678792,0.36907765,0.27109256,0.41647404,0.5079473,0.5106487,0.46245545,0.28237772,0.6547071,0.27209103,0.24534018,0.6511477,0.38178647,0.8512503,0.09951382,0.8103923,0.43868592,0.7493988,0.18274142,0.5963485
Techies,0.46838787,0.3868982,0.7405314,0.40343902,0.6812987,0.3821389,0.544902,0.43309698,0.7928847,0.39081043,0.47288397,0.31106123,0.44655988,0.5189886,0.48052442,0.42331257,0.54745996,0.3777308,0.5506042,0.7619154,0.6132737,0.47033805,0.3529859,0.41847658,0.87371784,0.74093556,0.42550534,0.3476938,0.7580532,0.68669146,0.37399414,0.5483868,0.40228543,0.44769144,0.4720036,0.5390386,0.33071142,0.5528677,0.82207674,0.27258086,0.2505137,0.46091333,0.3414987,0.78625387,0.38036627,0.5463022,0.33158797,0.4224708,0.42825282,0.5619883,0.5438546,0.42536023,0.34560275,0.5205062,0.66432923,0.39243284,0.76339793,0.5448305,0.26222837,0.39261007,0.67540145,0.40453523,0.63149285,0.6921159,0.6841985,0.22214603,0.4848915,0.38408008,0.31645584,0.46990353,0.5289464,0.46099478,0.5135636,0.7075979,0.5605301,0.35395303,0.2692473,0.8439473,0.3558481,0.14102551,0.48083508,0.37002948,0.57100224,0.6620752,0.8681041,0.762103,0.72246176,0.09226217,0.55780005,0.6390933,0.5545456,0.35681608,0.51189065,0.40930778,0.26740035,0.4561868,0.4553696,0.28905013,0.34878296,0.8460554,0.47566044,0.587505,0.3490663,0.99999994,0.5729327,0.4682291,0.41803738,0.35385245,0.6677391,0.74687755,0.8349461,0.5718929,0.5323841,0.8066244,0.44307512,0.7676789,0.84269625,0.55799043,0.67106223,0.43519846,0.6136163,0.31889832,0.46545908,0.3259721,0.33769295,0.4934125
Ember Spirit,0.6789142,0.58225816,0.5351539,0.6134044,0.46803448,0.62845844,0.78561425,0.56207395,0.5666087,0.6641871,0.7832861,0.5562252,0.91915923,0.5451526,0.66605633,0.74788004,0.9518884,0.49147436,0.7664266,0.49697447,0.61590433,0.668246,0.7738515,0.7888687,0.48271725,0.45207772,0.70149696,0.6093186,0.5593016,0.44083136,0.70847166,0.5621796,0.67774945,0.77243465,0.80708724,0.38391116,0.65624917,0.93569934,0.6154997,0.49771884,0.5392085,0.7117761,0.5259601,0.48221403,0.75002104,0.7649422,0.5105693,0.752361,0.6036008,0.5151721,0.8624415,0.50741667,0.5574978,0.5721676,0.63841236,0.51212734,0.50601727,0.90713793,0.52744323,0.71336263,0.6662221,0.4303253,0.5015799,0.72084105,0.46167678,0.4940649,0.3000733,0.62623584,0.5927424,0.50573295,0.50207865,0.6097223,0.8505642,0.53025347,0.93618536,0.6632318,0.5324868,0.50214034,0.6741181,0.4263429,0.8054274,0.40550533,0.47595105,0.56290793,0.6094708,0.5285327,0.6108156,0.31149977,0.64044833,0.52018136,0.5793622,0.55181456,0.59498596,0.59950227,0.5664712,0.6869868,0.7454357,0.5348541,0.5589519,0.49696234,0.45789304,0.527479,0.6045946,0.5729327,0.99999994,0.6605764,0.658561,0.5227491,0.39693904,0.48269847,0.6329461,0.85643476,0.7883609,0.43938202,0.868989,0.39948666,0.5389059,0.9557049,0.5911256,0.6947728,0.38950378,0.5311696,0.5149888,0.7295642,0.290237,0.73175627
Earth Spirit,0.446923,0.5369441,0.44352558,0.38533184,0.2976719,0.34212,0.9072926,0.3753665,0.428626,0.3542298,0.46772915,0.3465737,0.63157755,0.632034,0.41312602,0.6981925,0.6041992,0.42819858,0.7499671,0.6041884,0.42719525,0.6007431,0.72263056,0.5184349,0.48265615,0.36195445,0.63126415,0.53079855,0.57159364,0.3989122,0.68104696,0.4182256,0.49473524,0.55054945,0.6706852,0.36331686,0.498016,0.66282904,0.52314746,0.41999218,0.5140581,0.4618931,0.4719614,0.53148407,0.42068276,0.61478263,0.3308512,0.5923033,0.6878131,0.60562456,0.56855416,0.42192274,0.36465132,0.38952145,0.60343164,0.55765414,0.42466626,0.66391325,0.54066145,0.4873599,0.71545696,0.46523586,0.40093482,0.5127248,0.37148207,0.4308989,0.23916203,0.5205977,0.34202906,0.6948671,0.45713595,0.5747602,0.8278748,0.28407347,0.6534101,0.5042642,0.54111433,0.46677893,0.60273737,0.4409487,0.54923266,0.49068284,0.59570235,0.49172828,0.518591,0.3578978,0.7521445,0.20548251,0.6064751,0.61717546,0.4998976,0.36059567,0.32294792,0.41275856,0.52968746,0.63970953,0.54024637,0.5231586,0.6062017,0.5358668,0.4784404,0.51417565,0.5134388,0.4682291,0.6605764,1.0000001,0.49794564,0.28913203,0.50387096,0.4423553,0.597645,0.59407955,0.63283205,0.45798516,0.6739944,0.5203422,0.51778954,0.6668555,0.5236764,0.59311473,0.17820416,0.62878275,0.50932926,0.7640799,0.27230388,0.5734957
Underlord,0.5877231,0.92980903,0.40381184,0.60225075,0.39322472,0.48843855,0.6169333,0.49256214,0.36990833,0.5099282,0.45308855,0.48297757,0.60248005,0.5491446,0.6352411,0.8416491,0.6272764,0.42177534,0.4734006,0.46892786,0.5117616,0.3560368,0.7349287,0.41363022,0.3299351,0.29679635,0.8498365,0.9473212,0.4019581,0.30051535,0.5205192,0.85297143,0.35159433,0.39280945,0.6133492,0.26917875,0.9772438,0.6242343,0.67935175,0.5233783,0.6345377,0.6542423,0.4394944,0.3614852,0.46875435,0.7410524,0.43170238,0.7038591,0.45718288,0.42859942,0.4948853,0.37614712,0.47328678,0.8931187,0.4452124,0.62597185,0.4286267,0.7158425,0.8636061,0.8238488,0.63865864,0.31919408,0.3592327,0.50916535,0.43057635,0.45845714,0.20700623,0.9544856,0.4971165,0.63406104,0.3547386,0.6048981,0.54411775,0.3708401,0.6225009,0.9349855,0.9023273,0.34204295,0.66594374,0.5471093,0.6153803,0.2917106,0.49146628,0.56530076,0.3607157,0.40536484,0.50932974,0.3115269,0.41826275,0.44213837,0.83502185,0.4082633,0.5905331,0.5070627,0.9143014,0.87818784,0.872861,0.8384505,0.36758196,0.25584742,0.5968423,0.5512921,0.8678792,0.41803738,0.658561,0.49794564,1.0,0.51408744,0.3417053,0.4139402,0.5312921,0.5445355,0.5127411,0.29615664,0.75942355,0.3002127,0.33987835,0.65861505,0.37893504,0.9637948,0.17413007,0.86825496,0.48472387,0.78366345,0.13725783,0.59114987
Terrorblade,0.88257676,0.4030973,0.3908448,0.8172043,0.33050394,0.8868942,0.39788797,0.88954115,0.35989702,0.88892436,0.5416931,0.8833887,0.49043438,0.39405715,0.6121239,0.5172743,0.5024203,0.8914412,0.45965403,0.3602393,0.4182025,0.269606,0.48846194,0.46336374,0.2859033,0.3138421,0.47875378,0.4294167,0.2817765,0.12932388,0.494928,0.46538255,0.322648,0.48011073,0.5178208,0.21795468,0.46050844,0.5220215,0.4429428,0.839643,0.70029306,0.3812431,0.8802042,0.18165435,0.6877846,0.46001956,0.8578803,0.5459135,0.35155207,0.2481237,0.36724994,0.5564219,0.92242867,0.47842744,0.64717805,0.32170063,0.23473373,0.6426451,0.40308353,0.52097636,0.29770973,0.67531055,0.26044646,0.29328158,0.29602873,0.80396074,0.17275001,0.51042867,0.9255854,0.20090927,0.74427557,0.78402895,0.40178666,0.3215323,0.52844244,0.5490693,0.37434658,0.32547638,0.5722187,0.6095491,0.64481705,0.22349867,0.31490502,0.3357524,0.3573711,0.30890128,0.28992257,0.67885375,0.27504823,0.48734733,0.4748345,0.78345174,0.92390436,0.9102489,0.41940767,0.4653569,0.48263606,0.6032802,0.18167974,0.29576463,0.6048874,0.27941507,0.36907765,0.35385245,0.5227491,0.28913203,0.51408744,1.0,0.27139854,0.26784986,0.38217294,0.5613845,0.7206796,0.3172603,0.50333446,0.26862818,0.33882675,0.5175176,0.2206184,0.47079593,0.30665776,0.4199134,0.39015657,0.3592979,0.4195753,0.6883123
Phoenix,0.3367076,0.39848393,0.7533447,0.2373369,0.63894093,0.36769822,0.53068626,0.3186721,0.7502012,0.35034585,0.46356928,0.22486559,0.47534317,0.44023377,0.5691031,0.48098728,0.4094964,0.3489299,0.3677733,0.79442877,0.4733755,0.58041364,0.40072477,0.47664335,0.7202347,0.6122242,0.5257478,0.38365835,0.7907407,0.6462531,0.14082523,0.5669109,0.58507425,0.52646863,0.5178925,0.76175827,0.28032833,0.5409711,0.75520456,0.19074288,0.28599048,0.5380884,0.39908206,0.8360816,0.38751352,0.63002926,0.37856498,0.3713006,0.7321825,0.48371398,0.5347777,0.54422885,0.33314478,0.5086359,0.5404344,0.5064752,0.8065499,0.46091938,0.42003042,0.27459538,0.4585615,0.4813265,0.7424861,0.47962984,0.82401824,0.31655362,0.72693336,0.306513,0.28989902,0.3762899,0.56527686,0.29289788,0.6259235,0.66900384,0.5390889,0.32431036,0.39090952,0.8037427,0.4334146,0.23018025,0.34439847,0.48059922,0.6887918,0.6055262,0.65640515,0.66863793,0.58264965,0.06590378,0.6019424,0.6829194,0.5675798,0.15230179,0.31162208,0.385882,0.33873576,0.4329142,0.4140416,0.41683835,0.28373027,0.6900025,0.4915913,0.6749184,0.27109256,0.6677391,0.39693904,0.50387096,0.3417053,0.27139854,1.0000001,0.72500235,0.784095,0.53833747,0.26080725,0.72906893,0.37175605,0.8758888,0.737581,0.37845024,0.5967364,0.4379682,0.6062165,0.48562887,0.3497653,0.3469839,0.33206823,0.47343072
Oracle,0.33437544,0.47261184,0.87197506,0.28253484,0.86375016,0.32996783,0.5197794,0.32936892,0.61517704,0.30042097,0.37914267,0.28486326,0.3545785,0.44404122,0.32154337,0.44106454,0.40290835,0.3190965,0.44168347,0.8512846,0.5615244,0.48026234,0.41619375,0.36023206,0.75526035,0.7247387,0.43610555,0.4402863,0.85962504,0.944709,0.36593917,0.4698753,0.57586306,0.39075562,0.470695,0.8969921,0.32798225,0.4950123,0.83591133,0.27637622,0.33695218,0.38379183,0.32587367,0.8173355,0.3159884,0.45311478,0.21716611,0.37442344,0.6155947,0.6099902,0.39581767,0.451163,0.2587512,0.4648362,0.5860589,0.5212369,0.83236367,0.47115463,0.36424276,0.33338833,0.5788469,0.43083337,0.9088993,0.5338634,0.8497326,0.21396776,0.8307006,0.34264633,0.22659314,0.5675674,0.38062114,0.35226485,0.48769647,0.86046505,0.48845714,0.3428151,0.3365066,0.7484132,0.35183626,0.23494633,0.34944478,0.62720484,0.7841037,0.79114205,0.6297262,0.8838919,0.6416933,0.18501626,0.46670198,0.82992446,0.4923941,0.22948702,0.4421473,0.31952697,0.3449913,0.5335648,0.36563432,0.34280056,0.4260529,0.6639753,0.5198656,0.7343146,0.41647404,0.74687755,0.48269847,0.4423553,0.4139402,0.26784986,0.72500235,1.0,0.8077375,0.51141876,0.34405267,0.70905286,0.3615401,0.7523959,0.63418037,0.4704371,0.5634477,0.46513525,0.6056217,0.44920176,0.3650141,0.36269087,0.29622748,0.56651795
Winter Wyvern,0.5558765,0.55312467,0.8152009,0.44734737,0.7162003,0.48646992,0.69726783,0.47674027,0.8094444,0.43050635,0.52856636,0.39597106,0.5102585,0.73747957,0.5936128,0.58196443,0.55657476,0.48938826,0.60635936,0.8804475,0.850965,0.7670816,0.50740516,0.5486239,0.83525836,0.71635634,0.617652,0.5250844,0.8962237,0.7661008,0.5246365,0.67439353,0.70222664,0.6358096,0.61218095,0.73342764,0.417972,0.65215725,0.90511256,0.39602664,0.40060866,0.6775903,0.45228487,0.81396365,0.4207687,0.72746825,0.40111756,0.5535843,0.72195524,0.5673863,0.7170347,0.5975434,0.40043518,0.6194375,0.7502522,0.6651975,0.7509821,0.6432472,0.54110795,0.5026368,0.7076227,0.66067386,0.7672928,0.768287,0.7505879,0.2827994,0.62381,0.52580625,0.38576922,0.5781441,0.6354026,0.52023435,0.6920521,0.7449753,0.6908318,0.48533985,0.48400548,0.7695722,0.5250428,0.35361978,0.5610771,0.42466262,0.7663675,0.6751253,0.78248256,0.76357776,0.78333545,0.2681681,0.700069,0.7826194,0.6862083,0.47252473,0.5303499,0.5119953,0.4762867,0.6561495,0.566534,0.41226566,0.41349956,0.7502129,0.66234833,0.70010436,0.5079473,0.8349461,0.6329461,0.597645,0.5312921,0.38217294,0.784095,0.8077375,1.0,0.67768705,0.53571683,0.7548893,0.5241684,0.7646586,0.82818526,0.59167033,0.83931184,0.6145676,0.62457645,0.5496963,0.5864578,0.52612114,0.475762,0.6458954
Arc Warden,0.7873527,0.52146876,0.53266346,0.69710577,0.40209275,0.70909846,0.6849584,0.64913106,0.5952782,0.7865057,0.88421434,0.6596022,0.8323852,0.5819148,0.8045728,0.60677606,0.8108398,0.6184423,0.6793052,0.57805073,0.674668,0.65931827,0.6633945,0.8838523,0.5025177,0.4237553,0.6894606,0.5255082,0.6071447,0.44542322,0.6004849,0.48941183,0.6470176,0.8741416,0.8049786,0.45780215,0.49623835,0.8650533,0.6302942,0.589473,0.6096435,0.6216374,0.6579468,0.63128656,0.8953207,0.80218506,0.6346243,0.7445066,0.5750949,0.4341491,0.7966739,0.57537913,0.6546492,0.53693795,0.7883169,0.55573136,0.5394556,0.88994,0.5199885,0.6482032,0.57967937,0.6086187,0.49468583,0.5974369,0.52112985,0.62692755,0.4072014,0.5671436,0.6527904,0.44951943,0.66033876,0.71539223,0.82539636,0.47677112,0.9280717,0.63148856,0.5041657,0.52865624,0.78511286,0.5270689,0.9074892,0.34497365,0.47003534,0.4646907,0.5175656,0.4458799,0.5925181,0.37005278,0.6770076,0.5998594,0.5833005,0.62396,0.6387111,0.7274494,0.4946765,0.67191845,0.6454022,0.5509929,0.39565566,0.52049327,0.5307338,0.5561339,0.5106487,0.5718929,0.85643476,0.59407955,0.5445355,0.5613845,0.53833747,0.51141876,0.67768705,0.9999999,0.7966958,0.48161963,0.68553495,0.55875087,0.54019004,0.8794452,0.5110553,0.60436463,0.3841949,0.52676654,0.48391956,0.58640164,0.4411687,0.8414067
